source,target,en_length,zh_length
You are drawn to the back by the smell of pepper. The kind you have smelt so often in Fortis’s home.,一股胡椒味把你的注意力吸引了过去，你时常能Fortis的家里闻到这种味道。,100,37
"Back then, you would train your combat skills with him on the weekends. At the end of a long day, he would make a big feast that incorporated his own blend of signature peppers for you and his giant siblings.",那时候，你会在周末跟他一起训练格斗技。等漫长的一天结束后，他会用亲自调制的招牌胡椒，为你和他的巨人兄弟姐妹们做一顿丰盛大餐。,208,62
You find the rottweiler demon lounging on a beaten-looking sofa while squeezing a spring hand-grip.,你看到那位罗威纳犬恶魔正懒洋洋地躺在一张破旧的沙发上，同时把玩着一个弹簧握力器。,99,40
"Fortis stomps his foot on the hardwood floor."" with vpunch
    ""Fortis在硬木地板上重重踏了一脚。"" with vpunch

# game/story/Prologue_Part_1.rpy:497
translate Schinese name_input_e53ae443:

    # Fort ""YOU CAN’T LET A CUSHY CEO JOB TURN YOU INTO A BALL OF FLAB!""
    Fort ""{b}切莫被安逸的CEO工作变成一个肥仔！{/b}""

# game/story/Prologue_Part_1.rpy:499
translate Schinese name_input_da89dce0:

    # p annoyed ""Fortis, volume.""
    p annoyed ""音量，Fortis。""

# game/story/Prologue_Part_1.rpy:501
translate Schinese name_input_dc7c1059:

    # ""Fortis coughs.",Fortis咳了一声。,526,11
Fortis springs up and waves goodbye before opening a portal to leave.,Fortis从沙发上一跃而起，在向你挥手告别后通过传送门离开了。,69,32
You cast open your portal and step through.,你打开传送门走了进去。,43,11
You see your desk right across the room.,你可以看到房间那头自己的桌子。,40,15
"Walking over, you sense something off about your table. It’s like looking at a line and somewhere in the middle, someone drew another line on top of the first, giving your table a feeling of disconnectedness between the left and right side.",走过去的时候，你感觉桌子上有些违和，仿佛有人在中间画了一条线，将桌子的两边分割开来。,240,42
"Something shimmers and ripples like water in midair, revealing the last of your generals.",空间开始如水一般泛起波澜，你的将军终于显露了身形。,89,25
"As you walk over to your desk, you notice a stack of papers that weren’t there before.",你走到桌旁，留意到一叠之前还不存在的文件。,86,21
"When you sit down, there’s a sticky note attached to said paperwork.",上面贴着一张便条。,68,9
"\""Here are the forms requiring your review and approval. I started you easy with just a thousand documents to read.\""{para}-Vendrake",\,132,1
"\""P.S., my position about the Underworld as a beacon of judgement since the days of your father still stands.\""",\,111,1
You turn your attention back to Nox.,你把注意力放回到Nox身上。,36,14
Nox responds to your attempt at a joke by blinking with a blank expression. His blink unsynchronised with each eye.,对于你的笑话，Nox只是眨着不同步的眼睛，面无表情。,115,26
Nox floats closer to the front of your desk and puts a webbed finger on his chin.,Nox飘到你的书桌前，用他带蹼的手指抵着下巴。,81,23
You manage to answer some of Nox’s questions with some half-baked answers until he is satisfied and returns back to his post.,你设法用模棱两可的回答满足了Nox，直到他回到自己的岗位上。,125,30
"Even before you became Demon Lord, speaking to Nox has always been a brain-scratcher. Although you don’t really know if you are even making sense, the frog keeps coming back to you to ask what you think.",哪怕在你成为魔王之前，跟Nox说话也是件头疼的事。这只青蛙总是会请示你各种事情，尽管你自己也一知半解。,203,51
"Satisfied with the meetings you have done, you end the trip by approving Amare’s machine testing.",最后，你批准了Amare的测试，满意地结束了这次会面。,97,27
"Still, there is a nagging sensation that you forgot something, but you’re not sure what.",但是你总觉得自己忘了什么。,88,13
"You decide to ignore the feeling and get back to the tedious part of your work. It takes you the whole day just to make a dent on the massive pile, but progress is progress.",你决定把这件事抛到脑后，回归单调而乏味的工作。你花了一整天的时间才前进一小步，不过总归是进步。”,173,48
The initial burst of energy you feel when you started tackling the paperwork dwindles away as the hours pass; the pile of unfinished work still casting a shadow overhead.,时间一分一秒过去，那堆未批阅的文件仍在你的头顶投下阴影，你愈发感觉最初的热情正渐渐流逝。,170,44
Even one complaint report takes hours for you to go through.,即使是一份举报，你也要花数个小时才能完成。,60,21
"Still, you soldier on.",不过，你还是坚持了下去。,22,12
"When you grab the twentieth report from the pile, a strong vibration rumbles beneath your feet.",当你进行到第二十份报告时，一股强烈的震动从你脚下传来。,95,27
"The pile of incomplete paperwork shakes, almost toppling over.",文件堆成的塔也摇摇欲坠。,62,12
A portal opens in front of your desk and a furious-looking Vendrake steps through.,一道传送门开在了你的书桌前，Vendrake怒气冲冲地走了出来。,82,32
Vendrake snaps his fingers and a portal opens next to him. Amare is the first to step out of the portal.,Vendrake手指一弹，打开一道传送门，第一个从里面出现的是Amare。,104,37
"Amare looks at Vendrake, then to you with a dazed expression.",Amare一脸茫然地看着Vendrake，然后是你。,61,26
Vendrake smacks his forehead.,Vendrake扶额道：,29,12
"Amare blinks emptily at Vendrake, then back at you.",Amare朝Vendrake空洞地眨了眨眼，又看向你。,51,27
He looks back at the fuming Vendrake.,他回头看了看七窍生烟的Vendrake。,37,20
Vendrake ignores Amare.,Vendrake无视了Amare。,23,17
Your words struggle to escape your throat as the rising fear holds your linguistic skills hostage.,不断增长的恐惧挟持了你的喉咙，令你的话语难逃其中。,98,25
Vendrake snaps his fingers again to summon a new portal. This time Fortis and Nox appear.,Vendrake又打响指召唤出一道传送门，这次从门里出现的是Fortis和Nox。,89,41
"The large dog demon is covered in frog-shaped footprints, while Nox has huge bruises all over his small body.",那只大型犬恶魔的身上布满了青蛙形状的脚印，而Nox小小的身体则被大得夸张的淤青所覆盖。,109,43
Your mind draws a blank.,你的大脑一片空白。,24,9
The fear that you have single-handedly started the breakdown of the Underworld fills you with an immeasurable amount of dread.,冥界将被自己一手摧毁的想法令你恐惧到了极点。,126,22
Your eyes dart about searching for someone or something to help you.,你开始用眼睛寻求帮助。,68,11
Amare? He’s still in a daze and appears unsure of where he even is.,Amare？他还在发呆，甚至不知道自己身在何处。,67,24
What about Fortis or Nox? The two are too busy staring daggers at each other.,Fortis和Nox呢？他们两个正怒视着对方，无暇顾及其他。,77,30
You are alone in this and you don’t know what to do.,你孑然一身，不知所措。,52,11
Vendrake seems to sense this and shakes his head.,Vendrake似乎察觉到了你的窘迫，他摇摇头。,49,24
The other generals nod and exit the portal to carry out their orders.,其他将军点点头，照命令从传送门离开了。,69,19
Vendrake looks at you one more time and you feel the scorn of his gaze fall upon you.,Vendrake又瞪了你一眼，你能感到他轻蔑的目光如实体般落在你身上。,85,35
It takes everything out of you not to just throttle Vendrake with your powers.,你竭尽全力才阻止自己用力量直接掐死Vendrake。,78,26
"You say so softly, it’s almost a whisper.",你轻声说道。,41,6
"Squeezing the report in your left hand, you feel your claws penetrating the already-thick papers, as they begin to bury through into the palm of your hand.",你紧紧攥住手中的报告，乃至爪子穿透了厚厚的纸张，刺进掌心。,155,29
